"AREFNO","Casualty.Class","Casualty.Sex","Casualty.Age","No..of.Casualties","Mode.of.Travel","Accident.Severity","No..of.Vehicles.in.Acc.","Accident.Date","Time","Highway","Road.Type","Speed.Limit","Junction.Detail","Weather","Road.Surface","month","day","hour","Light.Conditions.Banded","ageband"
1190215989,"Driver/Rider","Male",33,1,"Taxi","Slight",2,"2019-11-02","17:3200","BOR","Roundabout",20,"Roundabout","Fine","Road-Wet","November","Saturday",17,"Dark","30-39"
1190222792,"Driver/Rider","Male",33,8,"Other Vehicle","Slight",2,"2019-12-02","17:3500","TLRN","Dual CWY",40,"No JUN in 20M","Fine","Road-Dry","December","Monday",17,"Dark","30-39"
1190182416,"Driver/Rider","Female",25,1,"Car","Slight",2,"2019-05-22","08:2000","BOR","Single CWY",30,"Other","Fine","Road-Dry","May","Wednesday",8,"Daylight","20-29"
1190168028,"Driver/Rider","Male",31,4,"Car","Slight",3,"2019-03-09","15:4500","TLRN","Dual CWY",40,"T/STAG JUN","Other","Road-Dry","March","Saturday",15,"Daylight","30-39"
1190193336,"Driver/Rider","Male",48,1,"Car","Slight",2,"2019-07-11","23:3500","TLRN","One-way ST",30,"Crossroads","Fine","Other","July","Thursday",23,"Dark","40-49"
1190183190,"Driver/Rider","Male",36,1,"Powered 2 Wheeler","Slight",2,"2019-05-23","20:1000","BOR","Single CWY",20,"Other","Other","Road-Dry","May","Thursday",20,"Daylight","30-39"
1190222390,"Driver/Rider","Male",49,1,"Powered 2 Wheeler","Slight",2,"2019-12-03","06:5000","TLRN","Single CWY",30,"Other","Fine","Road-Dry","December","Tuesday",6,"Dark","40-49"
1190220985,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Slight",2,"2019-11-26","20:3000","BOR","Single CWY",30,"Other","Fine","Road-Wet","November","Tuesday",20,"Dark","20-29"
1190179884,"Driver/Rider","Male",30,2,"Pedal Cycle","Slight",3,"2019-05-09","17:3000","TLRN","Single CWY",30,"Other","Fine","Road-Wet","May","Thursday",17,"Daylight","30-39"
1190216338,"Pedestrian","Female",82,1,"Pedestrian","Slight",1,"2019-11-05","18:2000","BOR","Dual CWY",30,"T/STAG JUN","Other","Road-Wet","November","Tuesday",18,"Dark","80-89"
1190222720,"Driver/Rider","Male",44,1,"Powered 2 Wheeler","Slight",2,"2019-11-29","15:5000","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","November","Friday",15,"Daylight","40-49"
1190217497,"Passenger","Female",37,4,"Car","Serious",2,"2019-11-10","22:0000","BOR","Single CWY",30,"Other","Fine","Road-Wet","November","Sunday",22,"Dark","30-39"
1190164236,"Driver/Rider","Male",34,2,"Car","Slight",2,"2019-02-18","15:0000","BOR","Single CWY",30,"Other","Fine","Road-Dry","February","Monday",15,"Daylight","30-39"
1190192773,"Driver/Rider","Male",58,2,"Other Vehicle","Slight",3,"2019-07-10","19:4500","HA","Dual CWY",70,"No JUN in 20M","Fine","Road-Dry","July","Wednesday",19,"Daylight","50-59"
1190206041,"Pedestrian","Female",60,1,"Pedestrian","Slight",1,"2019-09-18","09:4500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","September","Wednesday",9,"Daylight","60-69"
1190183170,"Driver/Rider","Male",41,1,"Powered 2 Wheeler","Slight",2,"2019-05-25","10:5500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","May","Saturday",10,"Daylight","40-49"
1190182198,"Driver/Rider","Female",26,1,"Other Vehicle","Slight",2,"2019-05-21","11:4300","BOR","One-way ST",30,"T/STAG JUN","Fine","Road-Dry","May","Tuesday",11,"Daylight","20-29"
1190195058,"Passenger","Male",47,2,"Car","Serious",2,"2019-07-22","00:1500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","July","Monday",0,"Dark","40-49"
1190170333,"Driver/Rider","Male",47,1,"Car","Slight",2,"2019-03-21","05:3400","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Thursday",5,"Daylight","40-49"
1190165226,"Pedestrian","Male",79,2,"Pedestrian","Slight",1,"2019-02-23","21:3100","BOR","One-way ST",30,"Crossroads","Fine","Road-Dry","February","Saturday",21,"Dark","70-79"
1190219507,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Slight",2,"2019-11-19","22:4500","BOR","Single CWY",30,"Roundabout","Other","Road-Dry","November","Tuesday",22,"Dark","20-29"
1190176929,"Driver/Rider","Female",28,1,"Pedal Cycle","Slight",2,"2019-04-25","10:3000","BOR","One-way ST",20,"Crossroads","Raining","Road-Wet","April","Thursday",10,"Daylight","20-29"
1190219681,"Driver/Rider","Female",30,1,"Pedal Cycle","Serious",2,"2019-11-20","18:3000","BOR","Dual CWY",30,"Other","Fine","Road-Dry","November","Wednesday",18,"Dark","30-39"
1190201668,"Passenger","Male",10,1,"Car","Slight",2,"2019-08-26","15:1300","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Monday",15,"Daylight","10-19"
1190201637,"Driver/Rider","Male",25,2,"Car","Slight",2,"2019-08-26","17:0500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","August","Monday",17,"Daylight","20-29"
1190160364,"Passenger","Male",47,1,"Car","Slight",2,"2019-01-29","23:1900","BOR","Single CWY",30,"No JUN in 20M","Raining","Other","January","Tuesday",23,"Dark","40-49"
1190193150,"Driver/Rider","Male",27,1,"Car","Slight",2,"2019-07-11","07:5400","BOR","One-way ST",30,"Other","Fine","Road-Dry","July","Thursday",7,"Daylight","20-29"
1190214693,"Passenger","Male",21,1,"Car","Slight",3,"2019-10-28","20:0000","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","October","Monday",20,"Dark","20-29"
1190209839,"Passenger","Male",54,2,"Car","Serious",2,"2019-10-06","03:0000","TLRN","Single CWY",20,"T/STAG JUN","Raining","Road-Wet","October","Sunday",3,"Dark","50-59"
1190200256,"Driver/Rider","Female",24,2,"Car","Slight",1,"2019-08-18","19:3900","BOR","Roundabout",40,"Roundabout","Fine","Road-Dry","August","Sunday",19,"Daylight","20-29"
1190198606,"Pedestrian","Female",26,1,"Pedestrian","Slight",1,"2019-08-09","07:1000","TLRN","Single CWY",30,"No JUN in 20M","Raining","Road-Wet","August","Friday",7,"Daylight","20-29"
1190208066,"Driver/Rider","Male",32,2,"Other Vehicle","Slight",2,"2019-09-26","16:4300","BOR","Dual CWY",30,"Other","Raining","Road-Wet","September","Thursday",16,"Daylight","30-39"
1190193490,"Driver/Rider","Male",32,2,"Car","Serious",3,"2019-07-14","13:1800","BOR","One-way ST",30,"No JUN in 20M","Fine","Road-Dry","July","Sunday",13,"Daylight","30-39"
1190205158,"Driver/Rider","Female",24,1,"Car","Slight",2,"2019-09-13","15:0000","TLRN","Unknown",20,"T/STAG JUN","Fine","Road-Dry","September","Friday",15,"Daylight","20-29"
1190198892,"Passenger","Male",14,2,"Powered 2 Wheeler","Serious",1,"2019-08-10","19:0000","BOR","Single CWY",20,"Other","Other","Road-Dry","August","Saturday",19,"Daylight","10-19"
1190168475,"Driver/Rider","Male",19,1,"Powered 2 Wheeler","Slight",2,"2019-03-11","20:4100","BOR","One-way ST",20,"T/STAG JUN","Fine","Road-Dry","March","Monday",20,"Dark","10-19"
1190221338,"Passenger","Male",36,1,"Car","Slight",2,"2019-11-27","20:5500","TLRN","Dual CWY",50,"No JUN in 20M","Fine","Road-Wet","November","Wednesday",20,"Dark","30-39"
48190820999,"Driver/Rider","Male",22,1,"Pedal Cycle","Slight",2,"2019-01-03","19:0000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","January","Thursday",19,"Dark","20-29"
1190211372,"Driver/Rider","Female",27,1,"Car","Slight",2,"2019-10-04","13:3000","BOR","Single CWY",20,"Other","Other","Other","October","Friday",13,"Daylight","20-29"
1190224638,"Driver/Rider","Male",47,1,"Pedal Cycle","Slight",2,"2019-12-12","17:3000","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","December","Thursday",17,"Dark","40-49"
1190167088,"Driver/Rider","Male",28,2,"Car","Slight",1,"2019-03-05","10:2500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","March","Tuesday",10,"Daylight","20-29"
1190173315,"Driver/Rider","Male",37,1,"Powered 2 Wheeler","Slight",2,"2019-04-04","13:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Thursday",13,"Daylight","30-39"
1190174060,"Driver/Rider","Female",35,1,"Car","Slight",2,"2019-04-08","18:4400","BOR","Single CWY",40,"Crossroads","Fine","Road-Dry","April","Monday",18,"Daylight","30-39"
1190175955,"Pedestrian","Male",33,1,"Pedestrian","Slight",1,"2019-04-18","12:4400","BOR","Unknown",20,"Other","Fine","Road-Dry","April","Thursday",12,"Daylight","30-39"
1190155646,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Slight",2,"2019-01-03","21:3600","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","January","Thursday",21,"Dark","20-29"
1190163255,"Pedestrian","Male",78,1,"Pedestrian","Slight",1,"2019-02-13","18:1000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","February","Wednesday",18,"Dark","70-79"
1190216511,"Passenger","Female",28,1,"Car","Serious",2,"2019-11-06","16:1200","BOR","Roundabout",30,"Roundabout","Fine","Road-Wet","November","Wednesday",16,"Dark","20-29"
1190164684,"Driver/Rider","Male",37,1,"Car","Slight",2,"2019-01-24","16:0600","BOR","Unknown",30,"Other","Other","Other","January","Thursday",16,"Dark","30-39"
1190188227,"Driver/Rider","Male",86,1,"Car","Serious",2,"2019-06-19","09:1500","BOR","Dual CWY",30,"No JUN in 20M","Fine","Road-Dry","June","Wednesday",9,"Daylight","80-89"
1190165096,"Driver/Rider","Male",41,3,"Goods Vehicle","Serious",3,"2019-02-23","00:0600","BOR","Single CWY",30,"T/STAG JUN","Other","Road-Dry","February","Saturday",0,"Dark","40-49"
1190189864,"Driver/Rider","Female",27,1,"Pedal Cycle","Slight",2,"2019-06-27","09:0200","TLRN","Single CWY",30,"Crossroads","Fine","Road-Dry","June","Thursday",9,"Daylight","20-29"
1190156610,"Driver/Rider","Female",74,2,"Car","Slight",2,"2019-01-09","19:3500","BOR","Single CWY",30,"No JUN in 20M","Other","Road-Dry","January","Wednesday",19,"Dark","70-79"
1190175102,"Passenger","Female",35,2,"Car","Slight",2,"2019-04-14","15:2000","TLRN","Slip RD",30,"Other","Fine","Road-Dry","April","Sunday",15,"Daylight","30-39"
1190187664,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Slight",2,"2019-06-16","15:0200","BOR","Single CWY",30,"Other","Fine","Road-Dry","June","Sunday",15,"Daylight","30-39"
1190156005,"Passenger","Female",55,1,"Car","Slight",2,"2019-01-06","14:1000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","January","Sunday",14,"Daylight","50-59"
1190173912,"Driver/Rider","Male",33,3,"Car","Slight",3,"2019-04-07","20:5500","TLRN","Single CWY",20,"Crossroads","Fine","Road-Dry","April","Sunday",20,"Daylight","30-39"
1190223408,"Driver/Rider","Male",65,1,"Pedal Cycle","Slight",2,"2019-12-07","13:3000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","December","Saturday",13,"Daylight","60-69"
1190205561,"Driver/Rider","Male",48,2,"Powered 2 Wheeler","Slight",2,"2019-09-15","19:1500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Sunday",19,"Daylight","40-49"
1190185833,"Driver/Rider","Male",27,2,"Car","Slight",2,"2019-06-07","14:4000","BOR","Single CWY",30,"Other","Raining","Road-Wet","June","Friday",14,"Daylight","20-29"
1190223274,"Driver/Rider","Male",18,1,"Powered 2 Wheeler","Slight",2,"2019-12-06","16:5500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","December","Friday",16,"Dark","10-19"
1190213829,"Pedestrian","Female",24,1,"Pedestrian","Serious",1,"2019-10-24","20:4200","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","October","Thursday",20,"Dark","20-29"
1190190891,"Driver/Rider","Male",37,2,"Other Vehicle","Serious",2,"2019-06-29","16:3000","BOR","Dual CWY",20,"No JUN in 20M","Fine","Road-Dry","June","Saturday",16,"Daylight","30-39"
1190162602,"Passenger","Female",79,5,"Car","Slight",2,"2019-02-10","11:2500","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","February","Sunday",11,"Daylight","70-79"
1190158789,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Slight",2,"2019-01-21","16:5300","TLRN","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","January","Monday",16,"Dark","30-39"
1190202939,"Passenger","Female",53,1,"Bus or Coach","Slight",1,"2019-09-02","20:1000","TLRN","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","September","Monday",20,"Dark","50-59"
1190191811,"Driver/Rider","Male",25,1,"Powered 2 Wheeler","Serious",2,"2019-07-05","23:0000","BOR","Single CWY",30,"Other","Fine","Road-Dry","July","Friday",23,"Dark","20-29"
1190175870,"Driver/Rider","Female",23,1,"Car","Slight",2,"2019-04-18","01:3000","TLRN","Unknown",30,"No JUN in 20M","Fine","Road-Dry","April","Thursday",1,"Dark","20-29"
1190208025,"Driver/Rider","Female",38,1,"Pedal Cycle","Slight",2,"2019-09-11","08:3200","BOR","Unknown",30,"Other","Other","Other","September","Wednesday",8,"Daylight","30-39"
1190202401,"Driver/Rider","Male",32,1,"Powered 2 Wheeler","Serious",2,"2019-08-30","15:5000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","August","Friday",15,"Daylight","30-39"
1190186070,"Passenger","Female",44,2,"Car","Slight",2,"2019-06-08","21:0000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","June","Saturday",21,"Daylight","40-49"
1190195158,"Pedestrian","Male",11,2,"Pedestrian","Slight",1,"2019-07-22","11:5000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","July","Monday",11,"Daylight","10-19"
1190201944,"Driver/Rider","Female",45,1,"Car","Serious",4,"2019-08-28","11:3000","TLRN","Single CWY",30,"Crossroads","Fine","Road-Dry","August","Wednesday",11,"Daylight","40-49"
1190185507,"Driver/Rider","Female",23,1,"Car","Slight",2,"2019-05-31","21:0000","TLRN","Unknown",30,"No JUN in 20M","Other","Other","May","Friday",21,"Dark","20-29"
1190196117,"Pedestrian","Male",9,1,"Pedestrian","Slight",1,"2019-07-26","16:4700","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","July","Friday",16,"Daylight","0-9"
1190159585,"Driver/Rider","Male",70,2,"Car","Slight",3,"2019-01-25","17:3800","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Wet","January","Friday",17,"Dark","70-79"
1190210439,"Driver/Rider","Female",43,1,"Car","Slight",2,"2019-09-27","08:1500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","September","Friday",8,"Daylight","40-49"
1190214267,"Driver/Rider","Male",28,1,"Car","Slight",3,"2019-10-26","22:0800","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Wet","October","Saturday",22,"Dark","20-29"
1190219180,"Driver/Rider","Male",28,1,"Pedal Cycle","Slight",2,"2019-11-17","14:5100","BOR","Roundabout",30,"Roundabout","Fine","Road-Dry","November","Sunday",14,"Daylight","20-29"
1190173432,"Driver/Rider","Male",33,1,"Car","Slight",2,"2019-04-04","18:2600","BOR","Unknown",20,"Other","Fine","Road-Dry","April","Thursday",18,"Daylight","30-39"
1190165836,"Driver/Rider","Male",40,1,"Car","Slight",3,"2019-02-27","13:4000","BOR","Single CWY",30,"T/STAG JUN","Other","Road-Dry","February","Wednesday",13,"Dark","40-49"
1190175031,"Driver/Rider","Female",60,1,"Car","Slight",2,"2019-04-13","23:3000","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","April","Saturday",23,"Dark","60-69"
1190173756,"Driver/Rider","Male",41,3,"Goods Vehicle","Slight",2,"2019-04-06","21:4000","HA","Dual CWY",70,"No JUN in 20M","Fine","Road-Dry","April","Saturday",21,"Dark","40-49"
1190193571,"Driver/Rider","Male",47,2,"Car","Slight",3,"2019-07-14","18:1900","TLRN","Single CWY",30,"Other","Fine","Road-Dry","July","Sunday",18,"Daylight","40-49"
1190222560,"Driver/Rider","Male",18,1,"Powered 2 Wheeler","Slight",2,"2019-12-03","22:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","December","Tuesday",22,"Dark","10-19"
1190201308,"Pedestrian","Female",30,1,"Pedestrian","Slight",1,"2019-08-23","18:0000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Friday",18,"Daylight","30-39"
1190170254,"Driver/Rider","Male",42,1,"Powered 2 Wheeler","Serious",2,"2019-03-20","16:1000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","March","Wednesday",16,"Daylight","40-49"
48190866540,"Driver/Rider","Female",40,1,"Pedal Cycle","Serious",2,"2019-05-15","17:1000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","May","Wednesday",17,"Daylight","40-49"
1190185701,"Passenger","Female",21,7,"Car","Serious",3,"2019-06-07","01:4200","TLRN","Dual CWY",40,"No JUN in 20M","Fine","Road-Dry","June","Friday",1,"Dark","20-29"
1190165651,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Slight",2,"2019-02-23","08:0000","TLRN","One-way ST",30,"Other","Fine","Road-Dry","February","Saturday",8,"Daylight","30-39"
1190216419,"Pedestrian","Female",32,1,"Pedestrian","Slight",1,"2019-10-20","07:2000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","October","Sunday",7,"Daylight","30-39"
1190204389,"Driver/Rider","Male",35,1,"Pedal Cycle","Slight",2,"2019-09-09","05:3300","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","September","Monday",5,"Dark","30-39"
1190170966,"Driver/Rider","Male",46,2,"Car","Slight",3,"2019-03-24","19:2000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","March","Sunday",19,"Dark","40-49"
1190210736,"Driver/Rider","Male",25,1,"Powered 2 Wheeler","Serious",2,"2019-10-10","09:1500","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Thursday",9,"Daylight","20-29"
1190159495,"Driver/Rider","Female",43,1,"Car","Slight",2,"2019-01-10","08:4000","BOR","Unknown",30,"No JUN in 20M","Other","Other","January","Thursday",8,"Daylight","40-49"
1190219987,"Pedestrian","Female",34,1,"Pedestrian","Slight",1,"2019-11-22","06:4300","BOR","Single CWY",30,"Crossroads","Raining","Road-Wet","November","Friday",6,"Dark","30-39"
1190206547,"Driver/Rider","Male",33,1,"Taxi","Slight",2,"2019-09-16","15:5000","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","September","Monday",15,"Daylight","30-39"
1190191273,"Driver/Rider","Male",37,1,"Pedal Cycle","Slight",2,"2019-07-03","18:0500","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Wednesday",18,"Daylight","30-39"
1190201529,"Passenger","Female",11,2,"Car","Slight",3,"2019-08-25","16:1500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","August","Sunday",16,"Daylight","10-19"
1190209465,"Pedestrian","Female",29,1,"Pedestrian","Slight",1,"2019-10-04","08:0000","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Friday",8,"Daylight","20-29"
1190179199,"Driver/Rider","Male",31,1,"Car","Slight",2,"2019-05-04","18:2500","TLRN","Roundabout",20,"Roundabout","Fine","Road-Dry","May","Saturday",18,"Daylight","30-39"
1190195398,"Driver/Rider","Male",56,1,"Car","Slight",2,"2019-07-11","07:1000","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Thursday",7,"Daylight","50-59"
1190160586,"Driver/Rider","Male",39,2,"Car","Serious",4,"2019-01-30","21:0500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","January","Wednesday",21,"Dark","30-39"
1190218195,"Driver/Rider","Male",45,1,"Powered 2 Wheeler","Serious",1,"2019-11-13","17:4000","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Wet","November","Wednesday",17,"Dark","40-49"
1190165769,"Driver/Rider","Male",32,1,"Powered 2 Wheeler","Serious",2,"2019-02-26","13:1500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Tuesday",13,"Daylight","30-39"
1190162518,"Driver/Rider","Female",35,3,"Car","Slight",1,"2019-02-02","13:0000","TLRN","Roundabout",40,"Roundabout","Fine","Road-Dry","February","Saturday",13,"Daylight","30-39"
1190223152,"Driver/Rider","Male",33,1,"Powered 2 Wheeler","Slight",2,"2019-12-06","01:4500","BOR","Single CWY",20,"No JUN in 20M","Raining","Road-Wet","December","Friday",1,"Dark","30-39"
1190155409,"Driver/Rider","Male",60,2,"Car","Slight",2,"2019-01-02","15:0000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","January","Wednesday",15,"Daylight","60-69"
1190222148,"Driver/Rider","Male",41,3,"Car","Slight",2,"2019-12-02","09:5500","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","December","Monday",9,"Daylight","40-49"
1190226469,"Passenger","Female",63,2,"Car","Slight",2,"2019-12-21","10:3400","BOR","Single CWY",20,"No JUN in 20M","Raining","Road-Wet","December","Saturday",10,"Daylight","60-69"
1190165903,"Driver/Rider","Male",17,1,"Powered 2 Wheeler","Serious",3,"2019-02-27","09:3000","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","February","Wednesday",9,"Daylight","10-19"
1190205033,"Driver/Rider","Male",34,2,"Powered 2 Wheeler","Slight",2,"2019-09-13","21:4800","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Friday",21,"Dark","30-39"
1190163822,"Driver/Rider","Female",21,1,"Car","Slight",2,"2019-02-14","18:3000","TLRN","Single CWY",40,"Other","Fine","Road-Dry","February","Thursday",18,"Dark","20-29"
1190197361,"Driver/Rider","Male",34,1,"Bus or Coach","Slight",1,"2019-08-01","21:4300","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Thursday",21,"Dark","30-39"
1190212485,"Driver/Rider","Male",50,1,"Pedal Cycle","Slight",2,"2019-10-18","07:0600","TLRN","Dual CWY",30,"No JUN in 20M","Raining","Road-Wet","October","Friday",7,"Daylight","50-59"
1190203506,"Driver/Rider","Male",56,1,"Pedal Cycle","Slight",2,"2019-09-04","17:2500","TLRN","Unknown",30,"T/STAG JUN","Fine","Road-Dry","September","Wednesday",17,"Daylight","50-59"
1190201633,"Driver/Rider","Male",29,1,"Pedal Cycle","Slight",2,"2019-08-26","01:4500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Monday",1,"Dark","20-29"
1190183527,"Pedestrian","Male",31,1,"Pedestrian","Serious",1,"2019-05-27","18:2000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","May","Monday",18,"Daylight","30-39"
1190161705,"Driver/Rider","Male",29,1,"Powered 2 Wheeler","Slight",2,"2019-02-05","17:5000","TLRN","Single CWY",20,"T/STAG JUN","Other","Road-Wet","February","Tuesday",17,"Dark","20-29"
1190180145,"Passenger","Female",29,1,"Powered 2 Wheeler","Slight",2,"2019-05-10","23:2500","TLRN","Single CWY",20,"Crossroads","Fine","Road-Dry","May","Friday",23,"Dark","20-29"
1190198629,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Slight",2,"2019-08-08","18:5500","BOR","Roundabout",20,"Other","Fine","Road-Dry","August","Thursday",18,"Daylight","30-39"
1190159630,"Driver/Rider","Male",43,1,"Powered 2 Wheeler","Slight",1,"2019-01-25","23:2000","TLRN","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","January","Friday",23,"Dark","40-49"
1190199803,"Driver/Rider","Male",28,1,"Pedal Cycle","Slight",2,"2019-08-16","15:5500","TLRN","Dual CWY",30,"Crossroads","Fine","Road-Dry","August","Friday",15,"Daylight","20-29"
1190195491,"Driver/Rider","Female",42,3,"Car","Slight",3,"2019-07-23","15:5900","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Tuesday",15,"Daylight","40-49"
1190177352,"Driver/Rider","Male",24,1,"Car","Slight",2,"2019-04-27","00:5300","BOR","Single CWY",20,"Other","Fine","Road-Wet","April","Saturday",0,"Dark","20-29"
1190179170,"Driver/Rider","Female",43,1,"Car","Slight",3,"2019-05-06","08:5500","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","May","Monday",8,"Daylight","40-49"
1190157142,"Pedestrian","Male",24,1,"Pedestrian","Slight",1,"2019-01-12","15:3800","BOR","Single CWY",30,"Roundabout","Fine","Road-Dry","January","Saturday",15,"Daylight","20-29"
1190220613,"Driver/Rider","Male",47,1,"Pedal Cycle","Slight",2,"2019-11-25","07:5800","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","November","Monday",7,"Daylight","40-49"
1190157897,"Driver/Rider","Male",39,1,"Pedal Cycle","Serious",1,"2019-01-16","18:5100","TLRN","Dual CWY",30,"No JUN in 20M","Raining","Road-Wet","January","Wednesday",18,"Dark","30-39"
1190192438,"Driver/Rider","Female",29,1,"Car","Slight",2,"2019-06-21","07:1900","BOR","Unknown",30,"No JUN in 20M","Other","Other","June","Friday",7,"Daylight","20-29"
1190199654,"Pedestrian","Female",80,1,"Pedestrian","Serious",1,"2019-08-15","10:2000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Thursday",10,"Daylight","80-89"
1190187269,"Driver/Rider","Male",36,1,"Pedal Cycle","Slight",2,"2019-06-14","16:5500","TLRN","Single CWY",30,"Other","Fine","Road-Dry","June","Friday",16,"Daylight","30-39"
1190214681,"Driver/Rider","Male",34,2,"Car","Slight",2,"2019-10-28","19:2500","TLRN","Single CWY",30,"Other","Fine","Road-Dry","October","Monday",19,"Dark","30-39"
1190155655,"Passenger","Male",28,3,"Other Vehicle","Slight",3,"2019-01-04","01:3000","BOR","Single CWY",20,"Other","Fine","Road-Dry","January","Friday",1,"Dark","20-29"
1190160529,"Driver/Rider","Female",65,3,"Car","Slight",3,"2019-01-30","15:0000","TLRN","Dual CWY",50,"T/STAG JUN","Fine","Road-Dry","January","Wednesday",15,"Daylight","60-69"
1190170821,"Driver/Rider","Male",42,2,"Car","Slight",2,"2019-03-23","18:0500","TLRN","Dual CWY",30,"Crossroads","Fine","Road-Dry","March","Saturday",18,"Daylight","40-49"
1190178545,"Driver/Rider","Male",32,2,"Car","Slight",2,"2019-05-03","04:3000","BOR","Dual CWY",40,"Other","Fine","Road-Dry","May","Friday",4,"Dark","30-39"
1190200045,"Pedestrian","Female",42,1,"Pedestrian","Slight",1,"2019-08-15","17:0400","BOR","Single CWY",30,"Other","Other","Road-Dry","August","Thursday",17,"Daylight","40-49"
1190224335,"Driver/Rider","Male",43,1,"Powered 2 Wheeler","Slight",2,"2019-12-11","16:3000","TLRN","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","December","Wednesday",16,"Dark","40-49"
1190156767,"Driver/Rider","Female",34,1,"Car","Slight",2,"2019-01-10","16:4000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","January","Thursday",16,"Daylight","30-39"
1190171763,"Driver/Rider","Male",21,1,"Car","Slight",2,"2019-03-27","15:3300","BOR","Slip RD",30,"No JUN in 20M","Fine","Road-Dry","March","Wednesday",15,"Daylight","20-29"
1190178370,"Driver/Rider","Male",51,1,"Pedal Cycle","Slight",2,"2019-04-30","18:3500","BOR","Single CWY",30,"Crossroads","Other","Road-Dry","April","Tuesday",18,"Daylight","50-59"
